ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7613674,HS418467,06/01/2010 12:00:00 AM,038XX W ROSCOE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1732,017,30,21,08B,1150033,1922367,2010,07/20/2010 10:46:51 PM,41.942886601,-87.723962969,"(41.942886601, -87.723962969)"
7608771,HS408629,06/01/2010 12:00:00 AM,058XX S INDIANA AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0233,002,20,40,20,1178642,1866155,2010,07/19/2010 11:55:22 AM,41.788031282,-87.620527324,"(41.788031282, -87.620527324)"
7585510,HS389175,06/01/2010 12:00:00 AM,069XX N BELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2411,024,50,2,26,1160243,1945597,2010,08/03/2010 01:51:20 PM,42.006425465,-87.685790814,"(42.006425465, -87.685790814)"
7564649,HS369408,06/01/2010 12:00:00 AM,055XX S LOOMIS BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0713,007,16,67,11,1167903,1867918,2010,06/24/2010 12:11:50 PM,41.793106734,-87.659852272,"(41.793106734, -87.659852272)"
7557598,HS361844,06/01/2010 12:00:00 AM,025XX W 40TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0914,009,12,58,20,1159893,1878089,2010,06/21/2010 08:27:25 AM,41.821185689,-87.688944589,"(41.821185689, -87.688944589)"
7555240,HS359128,06/01/2010 12:00:00 AM,012XX W 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0734,007,17,67,14,1169334,1858325,2010,06/22/2010 11:43:53 AM,41.766751498,-87.654882486,"(41.766751498, -87.654882486)"
7555160,HS337307,06/01/2010 12:00:00 AM,073XX W FOSTER AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,1613,016,41,10,06,1126188,1933745,2010,06/16/2010 10:08:02 AM,41.974540838,-87.811351745,"(41.974540838, -87.811351745)"
7542612,HS346627,06/01/2010 12:00:00 AM,037XX W 86TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,0834,008,18,70,26,1152796,1847320,2010,06/10/2010 06:43:53 AM,41.736893912,-87.715790764,"(41.736893912, -87.715790764)"
7537326,HS340621,06/01/2010 12:00:00 AM,043XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1115,011,28,26,06,1147506,1899269,2010,06/04/2010 09:46:40 AM,41.879552293,-87.73384437,"(41.879552293, -87.73384437)"
7537126,HS340453,06/01/2010 12:00:00 AM,055XX N WAYNE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2013,020,48,77,11,1166259,1937227,2010,07/03/2010 04:12:09 PM,41.983330997,-87.663897926,"(41.983330997, -87.663897926)"
7536001,HS339638,06/01/2010 12:00:00 AM,038XX W 64TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0823,008,13,65,05,1151567,1861507,2010,06/10/2010 06:49:48 AM,41.77584953,-87.719922893,"(41.77584953, -87.719922893)"
7533395,HS337110,06/01/2010 12:00:00 AM,051XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2032,020,47,4,14,1162922,1934427,2010,06/02/2010 06:55:21 AM,41.975718605,-87.676249736,"(41.975718605, -87.676249736)"
7533364,HS337072,06/01/2010 12:00:00 AM,005XX N UNION AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1323,012,27,24,06,1171399,1903706,2010,06/01/2010 01:26:26 PM,41.891236229,-87.645982591,"(41.891236229, -87.645982591)"
7533025,HS336586,06/01/2010 12:00:00 AM,004XX N STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,1831,018,42,8,08B,1176262,1903061,2010,06/02/2010 07:15:19 AM,41.889358029,-87.628142784,"(41.889358029, -87.628142784)"
7532944,HS336646,06/01/2010 12:00:00 AM,049XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0815,008,23,57,14,1148234,1871550,2010,06/01/2010 10:54:39 AM,41.803473695,-87.73188398,"(41.803473695, -87.73188398)"
7532933,HS336765,06/01/2010 12:00:00 AM,042XX W 65TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,false,false,0833,008,13,65,14,1149106,1861130,2010,06/01/2010 10:34:53 AM,41.774862797,-87.728954531,"(41.774862797, -87.728954531)"
7532492,HS336526,06/01/2010 12:00:00 AM,060XX N KENMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2433,024,48,77,08B,1168191,1940171,2010,06/03/2010 03:39:07 PM,41.991367745,-87.656706899,"(41.991367745, -87.656706899)"
7532469,HS336441,06/01/2010 12:00:00 AM,105XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2233,022,34,73,05,1172801,1835100,2010,06/03/2010 02:17:49 PM,41.702943203,-87.642857554,"(41.702943203, -87.642857554)"
7532430,HS336484,06/01/2010 12:00:00 AM,079XX S EBERHART AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0624,006,6,44,26,1180917,1852228,2010,06/06/2010 11:29:30 AM,41.749762121,-87.612613775,"(41.749762121, -87.612613775)"
7532390,HS336402,06/01/2010 12:00:00 AM,043XX S HONORE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0914,009,12,61,15,1164789,1875667,2010,06/01/2010 07:59:11 AM,41.814437286,-87.671052054,"(41.814437286, -87.671052054)"
9153495,HW298293,06/01/2010 12:00:00 AM,059XX W WASHINGTON BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1512,015,29,25,06,1136962,1900180,2010,06/03/2013 10:42:39 AM,41.882247779,-87.772539064,"(41.882247779, -87.772539064)"
